,name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY,vod_name
3487,링 ,"‘홀트’는 우연히 보고 나면 7일 뒤에 죽게 된다는 저주의 영상을 마주하게 된다. 인터넷과 SNS를 통해 더욱 빠르게 퍼지는 영상의 저주는 그를 구하기 위해 뛰어든 여자친구 ‘줄리아’마저 감염시키고 그들은 죽음을 피하기 위해 저주의 근원을 파헤치기로 한다. 하지만 예정된 시간인 7일보다 죽음의 징후는 더욱 빠르게 퍼지고, 이들은 남은 시간조차 알 수가 없게 되는데…","신은경,정진영,배두나,김창완,윤주상,김꽃지",,영화,공포/스릴러,영화,1:45,지금도 비디오의 저주는 계속 되고 있다. 신문기자 선주 신은경 분는 조카 상미의 갑작스런 죽음에 의문을 품고 있다. 상미와 함께 여행을 다녀온 세 친구도 그날 같은 시간에 죽었다. 사인은 모두 심장마비.,링 
3488,포커페이스,"어릴 적 친구들과 포커 게임을 즐겨하던 ‘제이크’는 온라인 포커 개발로 억만장자가 된다. 그러던 어느 날, 옛 친구들을 불러 모은 ‘제이크’가 이천오백만 달러를 건 거액의 포커판을 제안한다. 포커 게임이 진행될수록 각자의 은밀한 속내가 밝혀지고 포커판은 계획과 전혀 다른 상상치 못한 결말로 흘러가는데… 그 누구도 믿을 수 없다. 목숨을 건 최후의 베팅이 시작된다!","러셀 크로우,리암 햄스워스,엘사 파타키,르자,아덴 영,스티브 바스토니,다니엘 맥퍼슨,브룩 사치웰,폴 태슨,매트 네이블,베네딕트 하디에,몰리 그레이스",,영화,공포/스릴러,영화,0:01,"어릴 적 친구들과 포커 게임을 즐겨 하던 제이크는 온라인 포커 개발로 억만장자가 된다. 그러던 어느 날, 옛 친구들을 불러 모은 제이크가 이천오백만 달러를 건 거액의 포커판을 제안한다...",포커페이스
3489,올빼미,"맹인이지만 뛰어난 침술 실력을 지닌 ‘경수’는 어의 ‘이형익’에게 그 재주를 인정받아 궁으로 들어간다. 그 무렵, 청에 인질로 끌려갔던 ‘소현세자’가 8년 만에 귀국하고, ‘인조’는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다. 그러던 어느 밤, 어둠 속에서는 희미하게 볼 수 있는 ‘경수’가 ‘소현세자’의 죽음을 목격하게 되고 진실을 알리려는 찰나 더 큰 비밀과 음모가 드러나며 목숨마저 위태로운 상황에 빠진다. 아들의 죽음 후 ‘인조’의 불안감은 광기로 변하여 폭주하기 시작하고 세자의 죽음을 목격한 ‘경수’로 인해 관련된 인물들의 민낯이 서서히 드러나게 되는데...","류준열,유해진,최무성,조성하,박명훈,김성철,안은진,조윤서",,영화,공포/스릴러,영화,0:01,"맹인이지만 뛰어난 침술 실력을 지닌 경수는 어의 이형익에게 그 재주를 인정받아 궁으로 들어간다. 그 무렵, 청에 인질로 끌려갔던 소현세자가 8년 만에 귀국하고, 인조는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다.",올빼미
3490,옥수역귀신,특종이 필요한 기자 ‘나영’은 옥수역에서 근무하는 친구 ‘우원’을 통해 ‘옥수역’에서 계속해서 일어난 사망사건들을 듣게 된다. ‘나영’은 ‘우원’과 함께 취재를 시작하고 그녀에게 계속 괴이한 일들이 벌어지는데… 무언가 있다. 옥수역에…,"김보라,김재현,신소율",,영화,공포/스릴러,영화,0:01,서비스 해지 시까지 시청 가능. 특종이 필요한 기자 나영은 옥수역에서 근무하는 친구 우원을 통해 옥수역에서 계속해서 일어난 사망사건들을 듣게 된다. 나영은 우원과 함께 취재를 시작하고 그녀에게 계속 괴이한 일들이 벌어지는데...,옥수역귀신
3491,마피아 Inc,"실화바탕 베스트셀러 원작, 야망과 탐욕, 폭력과 사랑, 음모와 배신의 대서사 액션 걸작 마약 밀매, 돈 세탁, 정경 유착 등을 통해 막대한 부를 축적한 마피아 파테르노 패밀리의 대부 프랭크. 빈센트는 그의 신임을 얻기 위해 잔혹한 작전을 설계한다. 이 사건은 3대째 내려온 두 집안의 관계에 피바람이 불게 만든다","마크 앙드레 그롱당,세르지오 카스텔리토",,영화,공포/스릴러,영화,2:23,"마약 밀매, 돈 세탁, 정경유착 등을 통해 막대한 부를 축적한 마피아 파테르노 패밀리의 대부 프랭크. 빈센트는 그의 신임을 얻기 위해 잔혹한 작전을 설계한다. 이 사건은 3대째 내려온 두 집안의 관계에 피바람이 불게 만든다.",마피아 Inc
3492,서울괴담,"어두운 터널을 홀로 지날 때의 두려움 옆집에서 들려오는 의문의 소리 중고 가구에 얽힌 미스터리 다른 사람을 향한 그릇된 질투 복수, 저주, 욕망에서 시작된 죽음보다 더한 공포의 실체가 찾아온다!","김도윤,봉재현,서지수,설아,셔누,아린",,영화,공포/스릴러,영화,0:00,"서비스 해지 시까지 시청 가능. 어두운 터널을 홀로 지날 때의 두려움. 옆집에서 들려오는 의문의 소리. 중고 가구에 얽힌 미스터리. 다른 사람을 향한 그릇된 질투. 복수, 저주, 욕망에서 시작된 죽음보다 더한 공포의 실체가 찾아온다!",서울괴담
3493,뒤틀린 집,"피치 못할 사정으로 외딴집에 이사 오게 된 가족. 엄마 ‘명혜’는 이사 온 첫 날부터 이 집이 뒤틀렸다고 전하는 이웃집 여자의 경고와 창고에서 들리는 불길한 소리로 인해 밤잠을 설친다. 아빠 ‘현민’은 그런 ‘명혜’를 신경쇠약으로만 여기고, 둘째 딸 ‘희우’는 가족들이 보지 못하는 무언가를 마주하지만 그 사실을 숨긴다. 그러던 어느 날, 알 수 없는 기운에 이끌려 잠겨 있던 창고문을 열고 만 명혜는 무언가에 사로잡힌 듯 다른 사람처럼 행동하기 시작하는데… 뒤틀린 틈에서 시작된 비극이 가족을 집어삼키려 한다!","서영희,김보민,김민재,조수향,박혁권,오자훈,노하연,경다은",,영화,공포/스릴러,영화,0:00,서비스 해지 시까지 시청 가능. 피치 못할 사정으로 외딴 집에 이사 오게 된 가족. 엄마 명혜는 이사 온 첫날부터 이 집이 뒤틀렸다고 전하는 이웃집 여자의 경고와 창고에서 들리는 불길한 소리로 인해 밤잠을 설친다.,뒤틀린 집
3494,에베레스트,"에베레스트를 정복하고자 하는 열망이 가장 뜨거웠던 1996년. 세계적으로 명성을 떨친 상업 등반 가이드 ‘롭 홀’(제이슨 클락)과 치열한 경쟁 시장에 갓 뛰어든 등반 사업가 ‘스캇 피셔’(제이크 질렌할), 그리고 전세계에서 몰려드는 최고의 등반대들이 하나의 목표를 가지고 에베레스트 정상을 향한다. 지상 위 산소의 1/3, 심장을 얼어붙게 만드는 영하 40도의 추위, 뇌를 조여오는 극한의 기압까지. 높이 올라갈수록 열악해지는 기후에 맞선 이들은 마침내 인간의 한계를 극복하고 정상에 오르는데 성공한다. 그러나 기쁨도 잠시, 예상치 못한 갑작스런 눈사태와 눈폭풍이 에베레스트를 뒤덮고 수많은 목숨을 위협하는 예측불허의 극한 재난이 펼쳐지는데…","제이슨 클락,제이크 질렌할,조슈 브롤린,키이라 나이틀리,샘 워싱턴,로빈 라이트,엘리자베스 데비키,클라이브 스탠든",,영화,공포/스릴러,영화,2:01,"에베레스트를 정복하고자 하는 열망이 가장 뜨거웠던 1996년. 세계적으로 명성을 떨친 상업 등반 가이드 롭 홀과 치열한 경쟁 시장에 갓 뛰어든 등반 사업가 스캇 피셔, 그리고 전세계에서 몰려드는 최고의 등반대들이 하나의 목표를 가지고 에베레스트 정상을 향한다.",에베레스트
3495,롤플레이,"새로운 소설을 향한 뜨거운 욕망으로 치명적인 역할게임을 시도하는 베스트셀러 작가 정호, 질투의 화신으로 남편 정호를 향한 의심의 끈을 놓지 않는 유망한 대학교수 지수, 그리고 어딘가 불안정한 두 부부의 삶 속에 뛰어든 도발적인 매력의 여대생 혜인. 자신의 첫사랑과 꼭 닮은 여대생 혜인에게 강한 끌림을 느낀 정호는, 역할게임을 통해 그녀를 뮤즈로 삼은 새로운 소설 집필에 몰두하게 된다. 그 소설을 우연히 훔쳐보고 걷잡을 수 없는 질투심에 사로잡힌 아내 지수는, 혜인을 의식한 듯 정호와 충동적인 정사를 나누는데…","이동규,김진선,한하유",,영화,공포/스릴러,영화,1:15,"소설이 완성될수록 위험한 상상은 현실이 된다. 창작을 향한 뜨거운 욕망, 광기 어린 질투. 상상과 현실을 오가는 도발적인 역할게임이 시작된다. 혜인에게 끌리는 정호는 그녀를 뮤즈로 삼은 소설 집필에 몰두한다. 이에 아내 지수는 혜인을 의식한 듯 정호와 정사를 나눈다.",롤플레이
3496,시간이탈자,"1983년 1월 1일, 고등학교 교사 지환(조정석)은 같은 학교 동료이자 연인인 윤정(임수정)에게 청혼을 하던 중 강도를 만나 칼에 찔려 의식을 잃는다. 2015년 1월 1일, 강력계 형사 건우(이진욱) 역시 뒤쫓던 범인의 총에 맞아 쓰러진다. 30여 년의 간격을 두고 같은 날, 같은 시간, 같은 병원으로 실려간 지환과 건우는 생사를 오가는 상황에서 가까스로 살아나게 되고, 그 날 이후 두 사람은 꿈을 통해 서로의 일상을 보기 시작한다. 두 남자는 처음엔 믿지 않았지만, 서로가 다른 시간대에 실제 존재하는 사람이라는 것을 알게 된다. 건우는 꿈 속에서 본 지환의 약혼녀 윤정과 놀랍도록 닮은 소은(임수정)을 만나게 되면서 운명처럼 그녀에게 마음이 끌린다. 어느 날, 건우는 1980년대 미제 살인사건을 조사하던 중, 윤정이 30년 전에 살해 당했다는 기록을 발견하고, 사건을 파헤치기 시작한다. 지환 역시 건우를 통해 약혼녀 윤정이 곧 죽을 운명에 처해있다는 사실을 알게 된다. 두 남자는 윤정의 예정된 죽음을 막기 위해 시간을 뛰어넘는 추적을 함께 시작하는데... 서로 다른 시대, 하나의 살인사건 사랑하는 그녀를 구하기 위한 두 남자의 간절한 사투가 시작된다! “사랑해. 내가 꼭 지켜줄게”","임수정,조정석,이진욱,정진영,이기우,온주완,이민호,전신환",,영화,공포/스릴러,영화,1:47,"엽기적인 그녀 곽재용 감독, 시대를 초월하는 감성 스토리텔러의 귀환. 결혼을 앞둔 1983년의 남자와 강력계 형사인 2015년의 남자가 우연히 서로의 꿈을 통해 사랑하는 여자의 죽음을 목격하고, 그녀를 구하기 위해 간절한 사투를 벌이는 내용을 담은 감성추적 스릴러.",시간이탈자
3497,그집,"1976년 스페인 마드리드, 새 출발을 꿈꾸며 도시로 이주한 6명의 가족. 그들이 이사한 ‘그 집’에는 수상한 기운이 감돌기 시작하고, 마침내 가족의 꿈은 악몽이 되고 마는데...","베고냐 바르가스,이반 마르코스,베아 세구라,세르지오 카스텔라노스,이반 레네도,호세 루이스 데 마다리아가",,영화,공포/스릴러,영화,0:01,"한 번 보면 잊히지 않는 충격 실화! 1976년 스페인 마드리드, 새 출발을 꿈꾸며 도시로 이주한 6명의 가족. 그들이 이사한 그 집에는 수상한 기운이 감돌기 시작하고, 가족의 꿈은 악몽이 되고 마는 걸까.",그집
3498,올드보이,"술 좋아하고 떠들기 좋아하는 오.대.수. 본인의 이름풀이를 '오늘만 대충 수습하며 살자'라고 이죽거리는 이 남자는 아내와 어린 딸아이를 가진 지극히 평범한 샐러리맨이다. 어느 날, 술이 거나하게 취해 집에 돌아가는 길에 존재를 알 수 없는 누군가에게 납치, 사설 감금방에 갇히게 되는데. 언뜻 보면 싸구려 호텔방을 연상케 하는 감금방. 중국집 군만두만을 먹으며 8평이라는 제한된 공간에서 그가 할 수 있는 일이라곤, 텔레비전 보는 게 전부. 그렇게 1년이 지났을 무렵, 뉴스를 통해 나오는 아내의 살해소식. 게다가 아내의 살인범으로 자신이 지목되고 있음을 알게 된 오대수는 자살을 감행하지만 죽는 것조차 그에겐 용납 되지 않는다. 오대수는 복수를 위해 체력단련을 비롯, 자신을 가둘만한 사람들, 사건들을 모조리 기억 속에서 꺼내 '악행의 자서전'을 기록한다. 한편, 탈출을 위해 감금방 한쪽 구석을 쇠젓가락으로 파기도 하는데.. 감금 15년을 맞이하는 해, 마침내 사람 몸 하나 빠져나갈 만큼의 탈출구가 생겼을 때, 어이없게도 15년 전 납치됐던 바로 그 장소로 풀려나 있는 자신을 발견하게 된다. 우연히 들른 일식집에서 갑자기 정신을 잃어버린 오대수는 보조 요리사 미도 집으로 가게 되고, 미도는 오대수에게 연민에서 시작한 사랑의 감정을 키워나가게 된다. 한편 감금방에서 먹던 군만두에서 나온 '청룡'이란 전표 하나로 찾아낸 7.5층 감금방의 정체를 찾아내고... 마침내, 첫 대면을 하는 날 복수심으로 들끓는 대수에게 우진은 너무나 냉정하게 게임을 제안한다. 자신이 가둔 이유를 5일 안에 밝혀내면 스스로 죽어주겠다는 것. 대수는 이 지독한 비밀을 풀기 위해, 사랑하는 연인, 미도를 잃지 않기 위해 5일간의 긴박한 수수께끼를 풀어나가야 한다. 도대체 이우진은 누구이며? 이우진이 오대수를 15년 동안이나 감금한 이유는 뭘까? 밝혀진 비밀 앞에 두 남자의 운명은 과연 어떻게 되는 것일까?","최민식,유지태,강혜정,유연석",,영화,공포/스릴러,영화,2:00,"스릴러 영화의 진수 10년만에 디지털 리마스터링으로 돌아오다. 중국집 군만두만을 먹으며 감금된지 15년째, 이우진은 복수심으로 들끓는 오대수를 풀어준 후 자신이 대수를 가둔 이유를 밝혀내면 스스로 죽어주겠다고 게임을 제안한다.",올드보이
3499,천안함 프로젝트,"2010년 3월 26일, 대한민국 해군 초계함 ‘PCC-772천안’ 백령도 해상에서 침몰했다. 사건 직후, 계속해서 달라지는 정부의 발표는 결국 북한 어뢰 폭침에 의한 공격으로 종결된다. 미흡한 정부 발표에 많은 이들이 의혹을 제기를 했지만 천안함 사건은 반드시 ‘믿어야 하는’ 종결된 사건이라는 인식이 팽배해졌고, 국민들은 사건 당시 느꼈던 의심과 분노를 가슴 속에 묻어둔 채 또다시 바쁜 일상을 살아내고 있다. 그렇게 3년이 흘렀다. 민주주의 국가 대한민국에서 왜 우리는 생각하고 의심하는 것을 포기하도록 강요 받아야 하는가? 정부의 발표는 절대적이며 무조건 믿고 따라야 하는가? 우리, 이제는 속 시원히 말해보자, 대한민국의 진정한 소통과 화합을 갈망하는 이들을 위한 대한민국의 오늘에 필요한, 가장 용기 있는 작품!","강신일,신상철,이종인",,영화,다큐멘터리,영화,1:15,2010년 천안함 침몰. 그리고 우리는 3년간 침묵했다. 금기된 주제에 대해 용기있게 화두를 꺼낸 대담한 작품. 대한민국을 다시 한번 뜨겁게 뒤흔들다. 2013년 전주국제영화제 전회 매진. 소셜펀딩 오픈 10일만에 초과 달성. 이제는 속 시원히 말해보자.,천안함 프로젝트
3500,카오산 탱고,"과거를 여행하는 남자 지하(홍완표)와 현재를 여행하는 여자 하영(현리), 방콕이 제2의 고향이 된 프로 태국 여행러 하영에 비해 지하는 방콕이 초행이라 모든 것이 서툴다. 방콕에 위치한 여행자들의 성지, ‘카오산 로드’에서 만난 여행자들이 흔히 그렇듯이 자연스럽게 동행하게 된 두 사람. 그렇게 낯선 여행지에서 만난 두 남녀는, 서로의 일상을 공유하면서 조금씩 가까워진다.","홍완표,현리,오창경,이재원,유우키 타카시,히로사와 소우,최일순,조성희,조하영,유지영,타위니 티타자리,렐라 오크스,민티즈 컬렌,누트다나이 분낙",,영화,드라마,영화,0:01,"과거를 여행 중인 지하. 현재를 여행 하는 하영. 두 사람은 태국 방콕 여행자 거리, 카오산 로드 게스트하우스에서 만난다. 낯선 여행지에서 두 사람은 조금씩 가까워진다.",카오산 탱고
3501,우연과 상상,"‘메이코’는 집으로 돌아가는 택시 안에서 친구에게 새로운 연애 상대 이야기를 듣는다. 여대생 ‘나오’는 교수 앞에서 그가 쓴 소설의 일부를 낭독한다. 20년 만에 고향을 찾은 ‘나츠코’는 그토록 만나고 싶던 동창생과 재회한다. 우연이 만들어내는, 조용히 아주 크게 움직이는 인생의 순간들이 있다. 이 영화는 그에 대한 상상의 결과물이다.","현리,나카지마 아유무,시부카와 키요히코,우라베 후사코,카와이 아오바",,영화,드라마,영화,0:01,메이코는 집으로 돌아가는 택시 안에서 친구에게 새로운 연애 상대 이야기를 듣는다. 여대생 나오는 교수 앞에서 그가 쓴 소설의 일부를 낭독한다. 20년 만에 고향을 찾은 나츠코는 그토록 만나고 싶던 동창생과 재회하는데...,우연과 상상
3502,클리포드 더 빅 레드 독,"뉴욕의 아파트로 이사 온 12살 소녀 에밀리 새로운 학교에 고군분투하는 에밀리를 바쁜 엄마는 출장을 가면서 철없는 삼촌 케이시에게 맡기고 떠난다. 마법 동물 구조 센터를 지나던 에밀리는 운명처럼 작고 빨간 강아지를 만나게 되고, 우여곡절 끝에 함께하게 된다. 하지만 기쁨도 잠시, 작고 빨간 강아지 클리포드는 하루아침에 3M가 넘게 커져버려 순식간에 뉴욕의 유명인사가 되어버린다. 엄마가 오기 전 클리포드를 되돌리려는 에밀리와 클리포드를 유전학 사업에 이용하려는 기업까지 뒤쫓으며 클리포드는 위험에 빠지고 마는데..! 세상에서 가장 큰 빨간 댕댕이, 클리포드의 놀라운 모험이 펼쳐진다!","다비 캠프 / 안소명,잭 화이트홀 / 신용우,시에나 길로리 / 여민정,토니 헤일 / 임채헌,존 클리즈 / 오인성,아이작 왕 / 김지성",,영화,드라마,영화,0:02,"뉴욕의 아파트로 이사 온 12살 소녀 에밀리. 새로운 학교에 고군분투하는 에밀리를, 바쁜 엄마는 출장을 가면서 철없는 삼촌 케이시에게 맡기고 떠난다. 마법 동물 구조 센터를 지나던 에밀리는 운명처럼 작고 빨간 강아지를 만나게 되는데...",클리포드 더 빅 레드 독
3503,화려한외출,언제나처럼 아침 일찍부터 학교에 온 주인공. 시간은 아직 7시도 체 되지 않았다. (6회 대전독립영화제),"윤정희,이대근",,영화,드라마,영화,1:34,30대의 여류 기업가 공도희는 점쟁이로부터 전생에 대한 얘기를 듣는다. 차를 타고 달리다 괴한들에게 납치되어 낙도의 홀아비 용달호에게 넘겨진다. 달호는 도희가 집 나간 자신의 아내라고 믿고 달호의 매질에 그녀 또한 그 사실을 받아들이며 사는데...,화려한외출
3504,노트르담 온 파이어,"2019년 4월 15일, 노트르담 대성당의 목재 지붕에서 믿을 수 없는 화재가 발생한다. 860년 역사가 살아 숨 쉬는 건물과 가시면류관, 성 십자가, 십자가 못 등 귀중한 성유물이 모두 한 줌의 재가 될 수도 있는 상황. 신고를 받은 파리 소방대가 다급하게 출동하지만 복잡한 파리 시내를 뚫고 성당 앞에 도달하는 일조차 쉽지 않은데… 화염으로 뒤덮인 ‘파리의 심장’을 지키기 위해 모든 걸 바친 영웅들의 뜨거운 이야기가 생생하게 살아난다!","사무앨 래버스,장 폴 보르데스",,영화,드라마,영화,0:01,"서비스 해지 시까지 시청 가능. 2019년 4월 15일, 노트르담 대성당의 목재 지붕에서 믿을 수 없는 화재가 발생한다. 860년 역사가 살아 숨 쉬는 건물과 가시면류관, 성 십자가, 십자가 못 등 귀중한 성유물이 모두 한 줌의 재가 될 수도 있는 상황인데...",노트르담 온 파이어
3505,후취댁,가난한 선비인 송참봉의 외동딸 수진은 박참판의 후취로 들어간다. 그리하여 수진은 나이 많은 박참판을 알뜰히 모시기를 신주같이 했다. 그러자 수진을 투기한 안방마님은 종놈과 짜고서 그녀에게 간통했다는 누명을 뒤집어 씌워 내쫓는다. 하지만 사필귀정으로 수진의 결백함이 들어남으로써 오히려 안방마님이 쫓겨나고 수진이가 대신하여 안방에 들어 앉게 되는 것이었다.,"강문,김진규,남정임",,영화,드라마,영화,1:41,가난한 선비인 송참봉의 외동딸 수진은 박참판의 후취로 들어간다. 그리하여 수진은 나이 많은 박참판을 알뜰히 모시기를 신주같이 했다. 그러자 수진을 투기한 안방마님은 종놈과 짜고서 그녀에게 간통했다는 누명을 뒤집어 씌워 내쫓는데...,후취댁
3506,가족의탄생,"누가 보면 연인 사이라 오해할 만큼 다정한, 친구 같고 애인 같은 남매 미라(문소리)와 형철(엄태웅). 인생이 자유로운 형철은 5년 동안 소식 없다 불현듯 누나 미라를 찾아온다. 인생이 조금은 흐릿한 20살 연상녀인 무신(고두심)과 함께.. 똑 부러지는 인생을 꿈꾸던 미라는 사랑하는 동생 형철 그리고 동생이 사랑하는 여인 무신과의 아슬아슬, 어색한 동거를 시작하는데.. 한편, 리얼리스트 선경(공효진)은 로맨티스트 엄마 매자(김혜옥)때문에 인생이 조용할 날이 없다. 사랑이라면 만사 오케이인 엄마의 뒤치다꺼리 하다 보니 이리저리 치인 기억에 사랑이 마냥 좋지만은 않은 선경. 남자친구 준호(류승범)와의 애정전선에 낀 먹구름도 맑게 개일 기미를 보이지 않는다. 딸의 연애가 위태위태한데 매자는 왜 또 선경을 찾으시는지.. 그리고 그 놈의 사랑 때문에 인생이 편할 날 없는 경석(봉태규)과 채현(정유미)이 있다. 얼굴도 예쁘고 맘도 예쁜 채현이 넘치는 사랑을 주위 사람들에게 너무 나누어주다 보니 정작 남자친구는 애정결핍증에 걸리고 만 기구한 커플이다. 이건 아니다 싶은 경석. 참고 참다 둘 사이에 강수를 놓기로 하는데..과연 채현이 그 수에 걸려들까? 하루가 멀다 하고 웬~수처럼 으르렁대는 이들.. 사랑만으로도 복잡한데 이 7명은 여기저기서 또 얽히고 설킨 스캔들로 인생 들썩이기 일쑤다. 어쩌다 저렇게 엮이는지, 살짝 피곤해지려고 할 때. 꿈에도 생각지 못한 하나의 비밀이 이들에게 다가오는데. 사랑에, 스캔들에, 바람 잘 날 없는 이들 과연 찬란한 행복이 탄생할 수 있을까?","문소리,고두심,엄태웅,공효진",,영화,드라마,영화,1:53,"형철은 5년동안 소식없다 불현듯 누나 미라를 찾아온다. 20살 연상녀인 무신과 함께... 한편, 선경은 로맨티스트 엄마 매자와 남자친구 준호때문에 괴로워한다. 그리고 넘치는 사랑이 고달픈 경석과 채현... 바람 잘 날 없는 이들 과연 찬란한 행복이 탄생할 수 있을까.",가족의탄생
3507,더 킹,"무소불위 권력을 쥐고 폼 나게 살고 싶었던 태수는 우여곡절 끝에 권력의 설계자 한강식을 만나 핵심 라인을 타고 승승장구 하게 된다 정권이 교체되는 중요한 시기, 새로운 판을 짜며 기회를 노리던 이들 앞에 예상치 못한 위기가 닥치는데… 대한민국이 속 시원하게 뒤집힌다!","조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모",,영화,드라마,영화,2:14,서비스 해지시까지 시청 가능. 대한민국의 왕은 누구인가. 무소불위 권력을 쥐고 폼 나게 살고 싶었던 태수는 우여곡절 끝에 권력의 설계자 한강식을 만나 핵심 라인을 타고 승승장구하게 되는데...,더 킹
3508,두근두근 내 인생,"한 때 헛발 왕자로 불리던 태권도 유망주 ‘대수’와 아이돌을 꿈꾸던 당찬 성격의 ‘미라’. 하지만 17살에 아이를 가져 불과 서른 셋의 나이에 16살 아들 ‘아름’이의 부모가 되어 있다. 남들보다 빨리 늙는 선천성 조로증인 아름이의 신체 나이는 여든 살. 어리고 철없는 부모지만 대수와 미라는 아름이와 씩씩하고 밝게 살아간다. 그러던 어느 날 그들의 사연이 세상에 알려지고, 하루하루 늙어가는 것이 전부였던 아름이에게 두근거리는 일들이 생기기 시작하는데... 세상에서 가장 늙은 아들과 가장 어린 부모 그들의 이야기가 시작된다!","강동원,송혜교,조성목,백일섭,허준석,김소진,이동민,김고운",,영화,드라마,영화,1:56,본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 철 없는 아빠와 당찬 엄마 그리고 남들보다 빨리 늙는 선천성 조로증을 가진 아들 아름이. 함께 있는 하루하루가 너무나도 소중한 특별한 가족의 이야기가 시작됩니다.,두근두근 내 인생
3509,리바운드,"농구선수 출신 공익근무요원 ‘양현’은 해체 위기에 놓인 부산중앙고 농구부의 신임 코치로 발탁된다. 하지만 전국대회에서의 첫 경기 상대는 고교농구 최강자 용산고. 팀워크가 무너진 중앙고는 몰수패라는 치욕의 결과를 낳고 학교는 농구부 해체까지 논의하지만, ‘양현’은 MVP까지 올랐던 고교 시절을 떠올리며 다시 선수들을 모은다. 주목받던 천재 선수였지만 슬럼프에 빠진 가드 ‘기범’ 부상으로 꿈을 접은 올라운더 스몰 포워드 ‘규혁’ 점프력만 좋은 축구선수 출신의 괴력 센터 ‘순규’ 길거리 농구만 해온 파워 포워드 ‘강호’ 농구 경력 7년 차지만 만년 벤치 식스맨 ‘재윤’ 농구 열정만 만렙인 자칭 마이클 조던 ‘진욱’까지 아무도 주목하지 않은 최약체 팀이었지만 신임 코치와 6명의 선수가 2012년 전국 고교농구대회에서 써 내려간 8일간의 기적 모두가 불가능이라 말할 때, 우리는 ‘리바운드’라는 또 다른 기회를 잡는다.","안재홍,이신영,정진운,김택,정건주,김민,안지호",,영화,드라마,영화,0:01,서비스 해지 시까지 시청 가능. 농구선수 출신 공익근무요원 양현은 해체 위기에 놓인 부산중앙고 농구부의 신임 코치로 발탁된다. 하지만 전국 대회에서의 첫 경기 상대는 고교농구 최강자 용산고. 팀워크가 무너진 중앙고는 몰수패라는 치욕의 결과를 낳고...,리바운드
3510,엘레지의 여왕,국내 최고의 여가수 이미자의 반생기를 그린 전기 영화. 열 살이라는 어린 나이로 어느 조그만 시골에서 노래 콩쿨에 입선한 것이 계기가 된 이미자는 그 후 꾸준히 노래 공부를 해 오던 중 한 작곡가에게 발탁되어 가수로서 대성한 후 어린 시절에 헤어졌던 어머니를 만난다.,"남정임,박노식,주증녀,이낙훈",,영화,드라마,영화,1:38,국내 최고의 여가수 이미자의 반생기를 그린 전기 영화. 열 살이라는 어린 나이로 어느 조그만 시골에서 노래 콩쿨에 입선한 것이 계기가 된 이미자는 그 후 꾸준히 노래 공부를 해 오던 중 한 작곡가에게 발탁되어 가수로서 대성한 후 어린 시절에 헤어졌던 어머니를 만난다.,엘레지의 여왕
3511,엄마아빠 오래 사세요,"제5회 백마상 여우주연상(남정임), 제3회 서울신문문화대상 여자연기상(황정순) 수상. 그는 목재소를 경영하는 3남 1녀의 아버지였다. 이미 두 아들은 결혼까지 했다. 딸의 결혼 준비와 막내 아들의 대학 등록금을 마련해야 할 계제에 이르렀다. 그 무렵 그는 그동안에 누적되어 오는 부채 때문에 부득이 청춘과 정열을 바쳐온 목재소를 남의 손에 넘기고 자기는 그 목재소에서 고용살이를 하지 않으면 아니되게 되었다. 그러나 아들 딸들은 고생하는 아버지를 돌보지 않는다. 그런 어느날 그는 다리를 다치고 병원에 입원한다. 입원비가 없었기 때문에 그는 사고무친한 사람이라고 거짓말을 한다. 그 사실을 알게 된 자식들이 지난 잘못을 뉘우치고 정성껏 아버지를 모시기로 결심한다.","신영균,황정순,남정임",,영화,드라마,영화,1:44,그는 목재소를 경영하는 3남 1녀의 아버지였다. 이미 두 아들은 결혼까지 했다. 딸의 결혼 준비와 막내 아들의 대학 등록금을 마련해야 할 계제에 이르렀다. 그 무렵 그는 그동안에 누적되어 오는 부채 때문에 부득이 청춘과 정열을 바쳐온 목재소를 남의 손에 넘긴다.,엄마아빠 오래 사세요
